image,question,answer
image1080,"Does normal immature infant show cervix, mild dysplasia?",no
image1081,Is female reproductive present?,yes
image1081,"Does this image show leiomyoma, uterus?",yes
image1081,"Does left ventricle hypertrophy show leiomyoma, uterus?",no
image1081,What is present?,female reproductive
image1081,Where is this from?,female reproductive system
image1081,What is present ?,female reproductive
image1081,What does this image show?,leiomyoma
image1081,Is carcinoma metastatic lung present?,no
image1082,Does this image show malignant gland and stoma?,yes
image1082,What does this image show?,malignant gland and stoma
image1082,Does photo show malignant gland and stoma?,no
image1082,Is female reproductive present?,yes
image1082,Where is this from?,female reproductive system
image1082,Is rocky mountain present?,no
image1082,What is present?,uterus
image1082,Is uterus present?,yes
image1082,Is very good example present?,no
image1082,What is present?,mixed mesodermal tumor
image1082,Is mixed mesodermal tumor present?,yes
image1082,Is metastatic carcinoma oat cell present?,no
image1082,What is present ?,female reproductive
image1082,What is present ?,uterus
image1082,What is present ?,mixed mesodermal tumor
image1082,What is present?,female reproductive
image1083,Is no cystic aortic lesions present?,no
image1083,Where is this from?,female reproductive system
image1083,What is present?,placenta
image1083,Is syncytial knots present?,yes
image1083,What is present ?,placenta
image1083,What is present ?,female reproductive
image1083,What is present?,syncytial knots
image1083,Is female reproductive present?,yes
image1083,Is placenta present?,yes
image1083,Is pus in test tube present?,no
image1083,What is present ?,syncytial knots
image1083,What is present?,female reproductive
image1083,Is there present?,no
image1084,Where is this from?,female reproductive system
image1084,What well shown ?,malignant gland and stoma
image1084,What is present ?,female reproductive
image1084,Is this good yellow color slide present?,no
image1084,Is female reproductive present?,yes
image1084,What is present ?,uterus
image1084,What is present?,mixed mesodermal tumor
image1084,Is abruption present?,no
image1084,Is mixed mesodermal tumor present?,yes
image1084,Is rheumatoid arthritis present?,no
image1084,What is present?,female reproductive
image1084,What does this image show?,malignant gland and stoma well shown
image1084,Does this image show malignant gland and stoma well shown?,yes
image1084,Does coronary artery show malignant gland and stoma well shown?,no
image1084,Is uterus present?,yes
image1084,What is present ?,mixed mesodermal tumor
image1084,What is present?,uterus
image1085,What is present?,female reproductive
image1085,"Does atrophy secondary to pituitectomy show leiomyoma, uterus?",no
image1085,"Does this image show leiomyoma, uterus?",yes
image1085,What does this image show?,leiomyoma
image1085,Is cytomegalovirus present?,no
image1085,Where is this from?,female reproductive system
image1085,What is present ?,female reproductive
image1085,Is female reproductive present?,yes
image1086,"Does this image show cervix, mild dysplasia?",yes
image1086,"Does acid show cervix, mild dysplasia?",no
image1086,What is present?,female reproductive
image1086,Is female reproductive present?,yes
image1086,What does this image show?,cervix
image1086,Where is this from?,female reproductive system
image1086,What is present ?,female reproductive
image1086,Is optic nerve present?,no
image1087,Does this image show leiomyoma?,yes
image1087,Does normal immature infant show leiomyoma?,no
image1087,What is present ?,female reproductive
image1087,Do alpha smooth muscle actin immunohistochemical stain?,yes
image1087,Do atherosclerosis stain?,no
image1087,What is present?,female reproductive
image1087,Is female reproductive present?,yes
image1087,Is peritoneum present?,no
image1087,Where is this from?,female reproductive system
image1087,What stain ?,"leiomyoma, alpha smooth muscle actin immunohistochemical"
image1087,What stain?,alpha smooth muscle actin immunohistochemical
image1087,What does this image show?,leiomyoma
image1088,What does this image show?,normal breast
image1088,Does this image show normal breast?,yes
image1088,Does anencephaly show normal breast?,no
image1088,What is present?,female reproductive
image1088,Is female reproductive present?,yes
image1088,Is autoimmune thyroiditis present?,no
image1088,Where is this from?,female reproductive system
image1088,What is present ?,female reproductive
image1089,Does acid show normal breast?,no
image1089,Is female reproductive present?,yes
image1089,Does this image show normal breast?,yes
image1089,Where is this from?,female reproductive system
image1089,What is present ?,female reproductive
image1089,What is present?,female reproductive
image1089,Is outside adrenal capsule section present?,no
image1089,What does this image show?,normal breast
image1090,What does this image show?,uterus
image1090,"Does cervix duplication show uterus, leiomyomas?",no
image1090,What is present?,female reproductive
image1090,Is female reproductive present?,yes
image1090,Is intraductal papillomatosis with apocrine metaplasia present?,no
image1090,Where is this from?,female reproductive system
image1090,What is present ?,female reproductive
image1090,"Does this image show uterus, leiomyomas?",yes
image1091,What is present ?,female reproductive
image1091,Where is this from?,female reproductive system
image1091,Is this partially fixed gross present?,no
image1091,Is female reproductive present?,yes
image1091,What is present?,female reproductive
image1091,"Does this image show uterus, leiomyomas?",yes
image1091,What does this image show?,uterus
image1091,"Does chest and abdomen slide show uterus, leiomyomas?",no
image1092,What does this image show?,normal breast
image1092,Does this image show normal breast?,yes
image1092,Does breast show normal breast?,no
image1092,What is present?,female reproductive
image1092,Is female reproductive present?,yes
image1092,Is gangrene toe in infant present?,no
image1092,Where is this from?,female reproductive system
image1092,What is present ?,female reproductive
image1093,Do aldehyde fuscin stain?,no
image1093,What is present ?,female reproductive
image1093,What does this image show?,normal uterus
image1093,Does this image show normal uterus?,yes
image1093,Do alpha smooth muscle actin immunohistochemical stain?,yes
image1093,What stain?,alpha smooth muscle actin immunohistochemical
image1093,Does cervical carcinoma show normal uterus?,no
image1093,Where is this from?,female reproductive system
image1093,Is quite good liver present?,no
image1093,Is female reproductive present?,yes
image1093,What is present?,female reproductive
image1093,What stain ?,"normal uterus, alpha smooth muscle actin immunohistochemical"
image1094,What does this image show?,leiomyoma
image1094,What is present ?,female reproductive
image1094,Where is this from?,female reproductive system
image1094,Is angiogram present?,no
image1094,Is female reproductive present?,yes
image1094,What is present?,female reproductive
image1094,Does this image show leiomyoma?,yes
image1094,Does this partially fixed gross show leiomyoma?,no
image1095,What is present?,female reproductive
image1095,Is female reproductive present?,yes
image1095,Where is this from?,female reproductive system
image1095,What is present ?,female reproductive
image1095,"Does this image show ovary, granulosa cell tumor?",yes
image1095,"Does yo show ovary, granulosa cell tumor?",no
image1095,What does this image show?,ovary
image1095,Is yo present?,no
image1096,Where is this from?,female reproductive system
image1096,What does this image show?,cervix
image1096,"Does this image show cervix, squamous metaplasia?",yes
image1096,"Does edema show cervix, squamous metaplasia?",no
image1096,What is present?,female reproductive
image1096,Is female reproductive present?,yes
image1096,Is adenocarcinoma present?,no
image1096,What is present ?,female reproductive
image1097,What is present ?,female reproductive
image1097,Where is this from?,female reproductive system
image1097,Is benign cystic teratoma present?,no
image1097,What is present ?,uterus
image1097,Is fetus developing very early present?,yes
image1097,What is present ?,fetus developing very early
image1097,Is lymphoma present?,no
image1097,Is uterus present?,yes
image1097,What is present?,uterus
image1097,Is coronary atherosclerosis present?,no
image1097,Is female reproductive present?,yes
image1097,What is present?,female reproductive
image1097,What is present?,fetus developing very early
image1098,Is mixed mesodermal tumor present?,yes
image1098,Is rocky mountain present?,no
image1098,Where is this from?,female reproductive system
image1098,What does this image show?,adenocarcinoma in pelvic peritoneum
image1098,Does this image show adenocarcinoma in pelvic peritoneum?,yes
image1098,Is feet present?,no
image1098,What is present?,female reproductive
image1098,Is female reproductive present?,yes
image1098,What is present ?,female reproductive
image1098,What is present ?,uterus
image1098,What is present ?,mixed mesodermal tumor
image1098,Does amyloid angiopathy r. endocrine show adenocarcinoma in pelvic peritoneum?,no
image1098,What is present?,uterus
image1098,Is uterus present?,yes
image1098,What is present?,mixed mesodermal tumor
image1099,What is present?,female reproductive
image1099,Is female reproductive present?,yes
image1099,"Does this image show uterus, leiomyoma?",yes
image1099,What does this image show?,uterus
image1099,Is endometrial polyp present?,no
image1099,Where is this from?,female reproductive system
image1099,What is present ?,female reproductive
image1099,"Does close-up tumor show uterus, leiomyoma?",no
