image,question,answer
image3277,What does this look?,more like a gunshot wound
image3277,What is present ?,basilar skull fracture
image3278,What does this image show?,dr garcia tumors b4
image3278,Does this image show dr garcia tumors b4?,yes
image3278,Does an opened peritoneal cavity cause by fibrous band strangulation show dr garcia tumors b4?,no
image3278,What is present?,bone
image3278,"Is bone, calvarium present?",yes
image3278,Is alpha smooth muscle actin immunohistochemical present?,no
image3278,What is present?,metastatic lung carcinoma
image3278,Is metastatic lung carcinoma present?,yes
image3278,Is cleft palate present?,no
image3278,What is present ?,metastatic lung carcinoma
image3278,What is present ?,"bone, calvarium"
image3279,What is present ?,multiple myeloma
image3279,Is multiple myeloma present?,yes
image3279,What does this image show?,close-up view of hemorrhagic excavation quite good
image3279,Does this image show close-up view of hemorrhagic excavation quite good?,yes
image3279,"Does squamous cell carcinoma, lip remote, show close-up view of hemorrhagic excavation quite good?",no
image3279,What is present?,bone
image3279,"Is bone, skull present?",yes
image3279,Is carcinoma metastatic lung present?,no
image3279,What is present ?,"bone, skull"
image3279,Is photo present?,no
image3279,What is present?,multiple myeloma
image3280,Is basilar skull fracture present?,yes
image3280,What is present?,basilar skull fracture
image3280,Does anencephaly show view of petrous portion temporal bone rather close-up 22yo man 37 foot fall?,no
image3280,Does this image show view of petrous portion temporal bone rather close-up 22yo man 37 foot fall?,yes
image3280,How many foot does this image show view of petrous portion temporal bone rather close-up 22yo man fall?,37
image3280,Is nodule present?,no
image3280,What is present ?,basilar skull fracture
image3281,How is x-ray chest shown left hilar mass tumor in hilar  ?,node
image3281,How is x-ray chest shown left hilar  tumor in hilar node ?,mass
image3281,Where is this?,lung
image3281,Is incidental finding present?,no
image3281,Is metastatic malignant ependymoma present?,yes
image3281,What is present?,metastatic malignant ependymoma
image3281,Is median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter present?,no
image3281,Is lung present?,yes
image3281,What is present?,lung
image3281,Does the excellent uterus show x-ray chest well shown left hilar mass tumor in hilar node?,no
image3281,Does this image show x-ray chest well shown left hilar mass tumor in hilar node?,yes
image3281,What does this image show?,x-ray chest well shown left hilar mass tumor in hilar node
image3282,What is present?,nervous
image3282,Is nervous present?,yes
image3282,Is endocrine present?,no
image3282,What does this image show?,brain
image3282,"Does this image show brain, herpes inclusion bodies?",yes
image3282,"Does hemorrhage newborn show brain, herpes inclusion bodies?",no
image3283,Does interstitial cell tumor show well shown meningitis purulent?,no
image3283,What is present?,brain
image3283,Is granulosa cell tumor present?,no
image3283,Does this image show well shown meningitis purulent?,yes
image3283,What does this image show?,well shown meningitis purulent
image3283,Is brain present?,yes
image3284,Does this image show neural tangle?,yes
image3284,What does this image show?,neural tangle
image3284,Does astrocytoma show neural tangle?,no
image3284,What is present?,brain
image3284,Is brain present?,yes
image3284,Is vasculature present?,no
image3284,What is present?,alzheimers
image3284,Is alzheimers present?,yes
image3284,Is atypical appearing immunoblastic cells near splenic arteriole man present?,no
image3285,Is nervous present?,yes
image3285,What is present?,nervous
image3285,"Does this image show brain, encephalomalasia?",yes
image3285,What does this image show?,brain
image3285,Where is this?,nervous
image3286,Where is this?,nervous
image3286,Is nervous present?,yes
image3286,What is present?,nervous
image3286,Do sacrococcygeal teratoma stain?,no
image3286,Do mucicarmine stain?,yes
image3286,What stain?,mucicarmine
image3286,"Does peritoneum show brain, cryptococcal meningitis?",no
image3286,"Does this image show brain, cryptococcal meningitis?",yes
image3286,Is cut edge of mesentery present?,no
image3286,What does this image show?,brain
image3287,What is present?,nervous
image3287,Where is this?,nervous
image3287,Is nervous present?,yes
image3287,"Does this image show brain, microthrombi, thrombotic thrombocytopenic purpura?",yes
image3287,What does this image show?,brain
image3288,Where is this?,nervous
image3288,Is nervous present?,yes
image3288,What is present?,nervous
image3288,"Does this image show brain, infarct due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery?",yes
image3288,What does this image show?,brain
image3288,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery
image3289,What does this image show?,brain
image3289,"Why does this image show brain, subarachanoid hemorrhage and hematoma?",due to ruptured aneurysm
image3289,"Does this image show brain, subarachanoid hemorrhage and hematoma due to ruptured aneurysm?",yes
image3289,Where is this?,nervous
image3289,Is nervous present?,yes
image3289,What is present?,nervous
image3290,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery plasmacytic astrocytes
image3290,"Does this image show brain, infarct due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery, plasmacytic astrocytes?",yes
image3290,What is present?,nervous
image3290,Is nervous present?,yes
image3290,Where is this?,nervous
image3290,What does this image show?,brain
image3291,Where is this?,nervous
image3291,Is multiple myeloma present?,no
image3291,Is nervous present?,yes
image3291,What is present?,nervous
image3291,"Does pituitectomy show touch impression from brain, toxoplasma cyst?",no
image3291,What does this image show?,touch impression from brain
image3291,"Does this image show touch impression from brain, toxoplasma cyst?",yes
image3292,What is present?,brain
image3292,Is brain present?,yes
image3292,Is metastatic carcinoma colon present?,no
image3292,Does feet show typical nodule cause not known at this time?,no
image3292,Does this image show typical nodule cause not known at this time?,yes
image3292,What does this image show?,typical nodule cause not known at time
image3292,Is atrophy present?,no
image3292,Is glial nodule present?,yes
image3292,What is present?,glial nodule
image3293,"Does basal skull fracture show spinal cord injury due to vertebral column trauma, demyelination?",no
image3293,Is metastatic carcinoma colon present?,no
image3293,Is nervous present?,yes
image3293,What is present?,nervous
image3293,"Does this image show spinal cord injury due to vertebral column trauma, demyelination?",yes
image3293,What does this image show?,spinal cord injury due to vertebral column trauma
image3293,Why does this image show spinal cord injury?,due to vertebral column trauma
image3294,Where is this?,nervous
image3294,Is esophagus present?,no
image3294,Is nervous present?,yes
image3294,What does this image show?,brain lymphoma
image3294,Does this image show brain lymphoma?,yes
image3294,Does this typical lesion show brain lymphoma?,no
image3294,What is present?,nervous
image3295,Is neurofibrillary change present?,yes
image3295,What is present?,neurofibrillary change
image3295,Is malignant thymoma present?,no
image3295,What is present?,brain
image3295,Is brain present?,yes
image3295,Is laceration present?,no
image3296,Is gout present?,no
image3296,What does this image show?,brain
image3296,Where is this?,nervous
image3296,"Does this image show brain, pick 's disease?",yes
image3296,What is present?,nervous
image3296,Is nervous present?,yes
image3296,"Does case of dic not bad photo show brain, pick 's disease?",no
image3297,What does this image show?,herpes simplex virus
image3297,"Does this image show herpes simplex virus, brain, immunohistochemistry?",yes
image3297,Is nervous present?,yes
image3297,What is present?,nervous
image3297,"Does retroperitoneal liposarcoma show herpes simplex virus, brain, immunohistochemistry?",no
image3297,Is malignant thymoma present?,no
image3298,How does gram stain gram  bacteria ?,negative
image3298,What does this image show?,gram stain gram negative bacteria
image3298,Is meningitis purulent present?,yes
image3298,Is cm present?,no
image3298,What is present?,meningitis purulent
image3298,Is another fiber other frame present?,no
image3298,Is brain present?,yes
image3298,What is present?,brain
image3298,Does placenta show gram stain gram negative bacteria?,no
image3298,Does gangrene toe in infant stain gram negative bacteria?,no
