image,question,answer
image3420,What is present?,lymph node
image3421,Does arcus senilis show nice example lymphocyte depleted medullary area?,no
image3421,Is lymph node present?,yes
image3421,Is side showing patency right side present?,no
image3421,What is present?,Di george syndrome
image3421,Is Di george syndrome present?,yes
image3421,Is edema present?,no
image3421,What is present?,lymph node
image3421,Does this image show nice example lymphocyte depleted medullary area?,yes
image3421,What does this image show?,nice example lymphocyte depleted medullary area
image3421,How is nice example lymphocyte depleted  area ?,medullary
image3422,"Does cephalohematoma show lymph nodes, nodular sclerosing hodgkins disease?",no
image3422,What does this image show?,lymph nodes
image3422,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3423,What is present?,lymph node
image3423,Does this image show good example necrotizing granuloma with giant cells?,yes
image3423,Is antitrypsin present?,no
image3423,Is tuberculosis present?,yes
image3423,What is present?,tuberculosis
image3423,Is this section present?,no
image3423,Is lymph node present?,yes
image3423,What does this image show?,good example necrotizing granuloma with giant cells
image3423,Does rocky mountain show good example necrotizing granuloma with giant cells?,no
image3424,"Does cryptosporidia show lymph nodes, nodular sclerosing hodgkins disease?",no
image3424,What does this image show?,lymph nodes
image3424,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3425,What does this image show?,lymph nodes
image3425,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3425,"Does granulomata slide show lymph nodes, nodular sclerosing hodgkins disease?",no
image3426,Is lymph node present?,yes
image3426,What is present?,lymph node
image3426,What is present?,burkitts lymphoma
image3426,What does this image show?,excellent for starry sky appearance but not the best histology source
image3426,Is burkitts lymphoma present?,yes
image3426,Does this image show excellent for starry sky appearance but not the best histology source?,yes
image3427,Where is this?,urinary
image3427,Does source show hydronephrosis?,no
image3427,What does this image show?,hydronephrosis
image3427,Does this image show hydronephrosis?,yes
image3428,What does this image show?,external view with capsule stripped
image3428,How does this image show external view?,with capsule stripped 
image3428,Does this image show external view with capsule stripped?,yes
image3428,Does 70yof show external view with capsule stripped?,no
image3428,Is kidney present?,yes
image3428,Is fibrotic lesion present?,no
image3428,What is present?,kidney
image3428,Is multiple cysts present?,yes
image3428,Is loops present?,no
image3428,Where is this?,urinary
image3428,What is present?,multiple cysts
image3429,"Does hypopharynx show kidney, obliterative endarteritis - sclerodema?",no
image3429,Where is this?,urinary
image3429,"Does this image show kidney, obliterative endarteritis - sclerodema?",yes
image3429,What does this image show?,kidney
image3430,What does this image show?,obviously greatly swollen and pale kidney
image3430,Does this myoma show obviously greatly swollen and pale kidney?,no
image3430,Is transplant acute rejection present?,yes
image3430,Is acute inflammation present?,no
image3430,Where is this?,urinary
image3430,What is present?,transplant acute rejection
image3430,Does this image show obviously greatly swollen and pale kidney?,yes
image3431,Where is this?,urinary
image3431,Does hydrocele show prostatic hyperplasia?,no
image3431,Does this image show prostatic hyperplasia?,yes
image3431,What does this image show?,prostatic hyperplasia
image3432,What does this image show?,normal kidney
image3432,Where is this?,urinary
image3433,What does this image show?,kidneys in situ with other organs removed dramatic demonstration of size of kidneys
image3433,What removed dramatic demonstration of size of kidneys?,other organs
image3433,Is red perifollicular amyloid deposits removed dramatic demonstration of size of kidneys?,no
image3433,What is other organs removed?,dramatic demonstration of size of kidneys
image3433,Is other organs removed dramatic demonstration of size of kidneys?,yes
image3433,How is kidneys in situ with other organs removed  demonstration of size of kidneys ?,dramatic
image3433,Where is this?,urinary
image3433,Is this therapy present?,no
image3433,Is polycystic disease infant present?,yes
image3433,What is present?,polycystic disease infant
image3433,Does larynx show kidneys in situ with other organs removed dramatic demonstration of size of kidneys?,no
image3433,Does this image show kidneys in situ with other organs removed dramatic demonstration of size of kidneys?,yes
image3434,Is this photo present?,no
image3434,What is present?,renal cell carcinoma
image3434,Is renal cell carcinoma present?,yes
image3434,Where is this?,urinary
image3435,Is ischemia newborn present?,yes
image3435,Where is this?,urinary
image3435,Is gram present?,no
image3435,What is present?,ischemia newborn
image3435,Is this typical thecoma with yellow foci present?,no
image3435,What is present?,kidney
image3435,Is kidney present?,yes
image3436,"Does lung show kidney, renal papillary necrosis, acute?",no
image3436,Where is this?,urinary
image3436,What does this image show?,kidney
image3436,"Does this image show kidney, renal papillary necrosis, acute?",yes
image3437,What does this image show?,kidney candida abscesses from patient with acute myelogenous leukemia
image3437,Does this image show kidney candida abscesses from patient with acute myelogenous leukemia?,yes
image3437,Does so-called median bar show kidney candida abscesses from patient with acute myelogenous leukemia?,no
image3437,Where is this?,urinary
image3438,What does this image show?,single large lesion quite good
image3438,Does this image show single large lesion quite good?,yes
image3438,Does lymphangiomatosis generalized show single large lesion quite good?,no
image3438,What is present?,kidney
image3438,Is kidney present?,yes
image3438,Is immunostain for growth hormone present?,no
image3438,Is metastatic carcinoma lung present?,yes
image3438,What is present?,metastatic carcinoma lung
image3438,Is serous cyst present?,no
image3438,Where is this?,urinary
image3439,Where is this?,urinary
image3439,"Does palmar crease normal show staghorn calculi in renal pelvis, gout?",no
image3439,"Does this image show staghorn calculi in renal pelvis, gout?",yes
image3439,What does this image show?,staghorn calculi in renal pelvis
image3440,What does this image show?,cut surface
image3440,Does this image show cut surface?,yes
image3440,Does digital infarcts bacterial endocarditis show cut surface?,no
image3440,What is present?,kidney
image3440,Where is this?,urinary
image3440,Is pinworm present?,no
image3440,What is present?,sarcoidosis
image3440,Is myocardium present?,no
image3440,Is sarcoidosis present?,yes
image3440,Is kidney present?,yes
image3441,What does this image show?,hemolytic disease of newborn
image3441,Does sacrococcygeal teratoma show hemolytic disease of newborn?,no
image3441,Does this image show hemolytic disease of newborn?,yes
image3442,Does retroperitoneal leiomyosarcoma show herpes zoster?,no
image3442,Does this image show herpes zoster?,yes
image3442,What does this image show?,herpes zoster
image3443,"Does fibrinous peritonitis show skin, kaposi 's sarcoma?",no
image3443,"Does this image show skin, kaposi 's sarcoma?",yes
image3443,What does this image show?,skin
image3444,"Does granulomata slide show ulcerations, herpes simplex?",no
image3444,"Does this image show ulcerations, herpes simplex?",yes
image3444,What does this image show?,ulcerations
image3445,What is present ?,gastrointestinal
image3445,Where is this electron microscopy figure taken?,gastrointestinal system
image3445,"Does this image show colon, cryptosporidia?",yes
image3445,Is this partially fixed gross present?,no
image3445,Is gastrointestinal present?,yes
image3445,What is present?,gastrointestinal
image3445,"Does photo show colon, cryptosporidia?",no
image3445,What does this image show?,colon
image3446,What is present ?,adenoma
image3446,What is present ?,pituitary
image3446,What is present ?,endocrine
image3446,Is adenoma present?,yes
image3446,Is pituitary present?,yes
image3446,What is present?,endocrine
image3446,Is endocrine present?,yes
image3446,What is present?,pituitary
image3446,What is present?,adenoma
image3446,Does this image show null cell dr garcia tumors 35?,yes
image3447,What does this image show?,malignant cells mixed mesodermal tumor of uterus
image3447,Does this image show malignant cells mixed mesodermal tumor of uterus?,yes
image3447,Is abdomen present?,yes
image3447,What is present ?,carcinoma
image3447,What is present ?,peritoneal fluid
image3447,Is leiomyosarcoma present?,no
image3447,Is carcinoma present?,yes
image3447,What is present?,carcinoma
image3447,What is present ?,Abdomen
image3447,What is present?,peritoneal fluid
image3447,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?,no
image3447,What is present?,abdomen
image3447,Does situs inversus show malignant cells mixed mesodermal tumor of uterus?,no
image3447,Is peritoneal fluid present?,yes
image3448,Is cardiovascular present?,yes
image3448,What does this image show?,coronary artery atherosclerosis diagram
image3448,Does this image show coronary artery atherosclerosis diagram?,yes
